Cambodia,0.006644924,0.034486608,0.055694548,0.060913641,0.067147531,0.070756958,0.093,0.101
Venezuela,2.081954938,2.76884646,3.003,3.215,3.452,3.37,3.252,3.31
Brazil,5.750976116,8.499007774,9.242385987,11.467,11.878,12.265,12.671,12.835
Argentina,1.880815752,2.674357035,3.112750725,3.529,3.661,3.649,3.712,3.76
Chile,0.57,0.984,1.279069993,1.26,1.335,1.341,1.375,1.391
Colombia,0.946,1.210214956,1.272544543,1.406,1.537,1.596,1.608,1.669
Peru,0.382,0.523010711,0.608983203,0.877,0.918,0.989,1.02,1.055
Ecuador,0.253,0.34406824,0.422523876,0.591414917,0.619359368,0.646279557,0.680070129,0.712439516
Paraguay,0.230207874,0.431,0.41,0.437,0.466,0.478,0.481,0.452
Uruguay,0.13381317,0.164382962,0.155416361,0.208766498,0.203958516,0.204718767,0.210327299,0.231069433
Falkland Islands (Islas Malvinas),0.000349946,0.000394859,0.000525682,0.000693693,0.000703249,0.000704043,0.00065892,0.000675452
Bolivia,0.092353336,0.161605446,0.196569943,0.242,0.241,0.282,0.297,0.307
Guyana,0.00905201,0.023,0.023,0.022,0.023,0.023,0.028,0.027
Suriname,0.034,0.029,0.035,0.049,0.048,0.049,0.047,0.049
Cyprus,0.069,0.103,0.120009999,0.121308679,0.119799232,0.113500188,0.100477931,0.097567459
Turkey,1.97142926,3.155111909,3.726529847,4.74,5.105,5.259,5.224,5.25
Bahrain,0.257,0.365,0.457,0.546,0.548,0.59,0.69,0.737
Yemen,0.16,0.194,0.257000398,0.35500054,0.307348897,0.291,0.327,0.302
Kuwait,0.446,0.752,1.048,1.413,1.562,1.635,1.624,1.752
Oman,0.184,0.341,0.48,0.947,0.974,1.15,1.068,1.141
Qatar,0.343,0.661,0.931,1.254,1.492,1.913,2.066,2.105
Iraq,0.918,1.012,1.266,1.472,1.546,1.72,1.784,1.86
Iran,3.09,5.010848293,7.439709929,9.317,9.704,9.905,10.147,10.587
United Arab Emirates,1.229,2.09,2.665,3.662,3.852,4.043,4.12,4.26
Israel,0.483031206,0.790683154,0.834389961,0.897,0.878,0.914,0.897,0.928
Syria,0.563,0.782,0.806,1.026073271,0.938111441,0.73516041,0.594090211,0.549583271
Jordan,0.146197638,0.225411382,0.294626288,0.303,0.306,0.318,0.338,0.319
Lebanon,0.071,0.23,0.213,0.261,0.268,0.271,0.302,0.303
Palestinian Territories,0.02,0.02,0.05,0.049,0.048,0.049,0.052,0.048
Saudi Arabia,3.348,4.853000234,6.526796342,8.891,9.121,9.873,9.861,10.208
